the input_files/RomeoAndJuliet.txt:866
enters input_files/RomeoAndJuliet.txt:2
confines input_files/RomeoAndJuliet.txt:1
tavern input_files/RomeoAndJuliet.txt:1
claps input_files/RomeoAndJuliet.txt:1
table input_files/RomeoAndJuliet.txt:1
operation input_files/RomeoAndJuliet.txt:1
draws input_files/RomeoAndJuliet.txt:5
drawer input_files/RomeoAndJuliet.txt:1
jack input_files/RomeoAndJuliet.txt:2
mood input_files/RomeoAndJuliet.txt:1
italy input_files/RomeoAndJuliet.txt:1
moody input_files/RomeoAndJuliet.txt:2
shortly input_files/RomeoAndJuliet.txt:1
beard input_files/RomeoAndJuliet.txt:1
cracking input_files/RomeoAndJuliet.txt:1
nuts input_files/RomeoAndJuliet.txt:1
reason input_files/RomeoAndJuliet.txt:5
hazel input_files/RomeoAndJuliet.txt:1
spy input_files/RomeoAndJuliet.txt:2
quarrels input_files/RomeoAndJuliet.txt:1
egg input_files/RomeoAndJuliet.txt:2
beaten input_files/RomeoAndJuliet.txt:1
addle input_files/RomeoAndJuliet.txt:1
quarrelling input_files/RomeoAndJuliet.txt:2
quarrelld input_files/RomeoAndJuliet.txt:1
coughing input_files/RomeoAndJuliet.txt:1
wakened input_files/RomeoAndJuliet.txt:1
lain input_files/RomeoAndJuliet.txt:3
doublet input_files/RomeoAndJuliet.txt:1
easter input_files/RomeoAndJuliet.txt:1
tying input_files/RomeoAndJuliet.txt:1
riband input_files/RomeoAndJuliet.txt:1
tutor input_files/RomeoAndJuliet.txt:1
apt input_files/RomeoAndJuliet.txt:3
buy input_files/RomeoAndJuliet.txt:3
fee input_files/RomeoAndJuliet.txt:10
quarter input_files/RomeoAndJuliet.txt:1
den input_files/RomeoAndJuliet.txt:1
couple input_files/RomeoAndJuliet.txt:1
consortest input_files/RomeoAndJuliet.txt:1
consort input_files/RomeoAndJuliet.txt:3
minstrels input_files/RomeoAndJuliet.txt:2
discords input_files/RomeoAndJuliet.txt:3
fiddlestick input_files/RomeoAndJuliet.txt:1
zounds input_files/RomeoAndJuliet.txt:2
haunt input_files/RomeoAndJuliet.txt:1
coldly input_files/RomeoAndJuliet.txt:1
grievances input_files/RomeoAndJuliet.txt:1
budge input_files/RomeoAndJuliet.txt:1
hangd input_files/RomeoAndJuliet.txt:1
field input_files/RomeoAndJuliet.txt:2
follower input_files/RomeoAndJuliet.txt:1
worship input_files/RomeoAndJuliet.txt:2
afford input_files/RomeoAndJuliet.txt:3
appertaining input_files/RomeoAndJuliet.txt:1
injuries input_files/RomeoAndJuliet.txt:1
injurd input_files/RomeoAndJuliet.txt:1
dearly input_files/RomeoAndJuliet.txt:2
calm input_files/RomeoAndJuliet.txt:3
dishonourable input_files/RomeoAndJuliet.txt:1
submission input_files/RomeoAndJuliet.txt:1
alla input_files/RomeoAndJuliet.txt:1
stoccata input_files/RomeoAndJuliet.txt:1
carries input_files/RomeoAndJuliet.txt:1
ratcatcher input_files/RomeoAndJuliet.txt:1
hereafter input_files/RomeoAndJuliet.txt:2
drybeat input_files/RomeoAndJuliet.txt:2
eight input_files/RomeoAndJuliet.txt:1
pluck input_files/RomeoAndJuliet.txt:2
pitcher input_files/RomeoAndJuliet.txt:1
forbear input_files/RomeoAndJuliet.txt:2
outrage input_files/RomeoAndJuliet.txt:2
expressly input_files/RomeoAndJuliet.txt:1
bandying input_files/RomeoAndJuliet.txt:1
followers input_files/RomeoAndJuliet.txt:1
plague input_files/RomeoAndJuliet.txt:3
sped input_files/RomeoAndJuliet.txt:1
scratch input_files/RomeoAndJuliet.txt:3
page input_files/RomeoAndJuliet.txt:8
surgeon input_files/RomeoAndJuliet.txt:1
courage input_files/RomeoAndJuliet.txt:1
twill input_files/RomeoAndJuliet.txt:1
peppered input_files/RomeoAndJuliet.txt:1
rat input_files/RomeoAndJuliet.txt:1
cat input_files/RomeoAndJuliet.txt:2
braggart input_files/RomeoAndJuliet.txt:1
rogue input_files/RomeoAndJuliet.txt:1
arithmetic input_files/RomeoAndJuliet.txt:1
thought input_files/RomeoAndJuliet.txt:9
worms input_files/RomeoAndJuliet.txt:2
soundly input_files/RomeoAndJuliet.txt:2
supported input_files/RomeoAndJuliet.txt:1
princes input_files/RomeoAndJuliet.txt:6
ally input_files/RomeoAndJuliet.txt:1
mortal input_files/RomeoAndJuliet.txt:3
behalf input_files/RomeoAndJuliet.txt:1
reputation input_files/RomeoAndJuliet.txt:1
staind input_files/RomeoAndJuliet.txt:2
tybalts input_files/RomeoAndJuliet.txt:11
slander input_files/RomeoAndJuliet.txt:2
effeminate input_files/RomeoAndJuliet.txt:1
temper input_files/RomeoAndJuliet.txt:2
softned input_files/RomeoAndJuliet.txt:1
valours input_files/RomeoAndJuliet.txt:1
brave input_files/RomeoAndJuliet.txt:2
mercutios input_files/RomeoAndJuliet.txt:5
gallant input_files/RomeoAndJuliet.txt:2
aspird input_files/RomeoAndJuliet.txt:1
fate input_files/RomeoAndJuliet.txt:1
moe input_files/RomeoAndJuliet.txt:1
depend input_files/RomeoAndJuliet.txt:1
furious input_files/RomeoAndJuliet.txt:1
alive input_files/RomeoAndJuliet.txt:2
slain input_files/RomeoAndJuliet.txt:17
respective input_files/RomeoAndJuliet.txt:1
lenity input_files/RomeoAndJuliet.txt:1
fireeyd input_files/RomeoAndJuliet.txt:1
fury input_files/RomeoAndJuliet.txt:3
conduct input_files/RomeoAndJuliet.txt:3
gavest input_files/RomeoAndJuliet.txt:1
staying input_files/RomeoAndJuliet.txt:1
wretched input_files/RomeoAndJuliet.txt:3
determine input_files/RomeoAndJuliet.txt:3
falls input_files/RomeoAndJuliet.txt:7
amazd input_files/RomeoAndJuliet.txt:2
doom input_files/RomeoAndJuliet.txt:6
taken input_files/RomeoAndJuliet.txt:2
citizen input_files/RomeoAndJuliet.txt:2
killd input_files/RomeoAndJuliet.txt:7
murtherer input_files/RomeoAndJuliet.txt:2
charge input_files/RomeoAndJuliet.txt:9
obey input_files/RomeoAndJuliet.txt:2
attended input_files/RomeoAndJuliet.txt:1
wives input_files/RomeoAndJuliet.txt:1
beginners input_files/RomeoAndJuliet.txt:1
discover input_files/RomeoAndJuliet.txt:2
unlucky input_files/RomeoAndJuliet.txt:1
slew input_files/RomeoAndJuliet.txt:5
brothers input_files/RomeoAndJuliet.txt:2
spilld input_files/RomeoAndJuliet.txt:1
shed input_files/RomeoAndJuliet.txt:2
bethink input_files/RomeoAndJuliet.txt:2
nice input_files/RomeoAndJuliet.txt:2
displeasure input_files/RomeoAndJuliet.txt:1
uttered input_files/RomeoAndJuliet.txt:1
humbly input_files/RomeoAndJuliet.txt:1
bowd input_files/RomeoAndJuliet.txt:1
truce input_files/RomeoAndJuliet.txt:1
unruly input_files/RomeoAndJuliet.txt:1
spleen input_files/RomeoAndJuliet.txt:1
deaf input_files/RomeoAndJuliet.txt:2
tilts input_files/RomeoAndJuliet.txt:1
piercing input_files/RomeoAndJuliet.txt:1
deadly input_files/RomeoAndJuliet.txt:3
point input_files/RomeoAndJuliet.txt:5
martial input_files/RomeoAndJuliet.txt:1
sends input_files/RomeoAndJuliet.txt:1
dexterity input_files/RomeoAndJuliet.txt:1
retorts input_files/RomeoAndJuliet.txt:1
cries input_files/RomeoAndJuliet.txt:3
friends input_files/RomeoAndJuliet.txt:4
swifter input_files/RomeoAndJuliet.txt:1
agile input_files/RomeoAndJuliet.txt:1
points input_files/RomeoAndJuliet.txt:1
twixt input_files/RomeoAndJuliet.txt:2
stout input_files/RomeoAndJuliet.txt:2
newly input_files/RomeoAndJuliet.txt:2
entertaind input_files/RomeoAndJuliet.txt:1
revenge input_files/RomeoAndJuliet.txt:1
tot input_files/RomeoAndJuliet.txt:3
fell input_files/RomeoAndJuliet.txt:1
beg input_files/RomeoAndJuliet.txt:4
justice input_files/RomeoAndJuliet.txt:1
price input_files/RomeoAndJuliet.txt:2
owe input_files/RomeoAndJuliet.txt:1
concludes input_files/RomeoAndJuliet.txt:1
offence input_files/RomeoAndJuliet.txt:1
immediately input_files/RomeoAndJuliet.txt:2
exile input_files/RomeoAndJuliet.txt:6
interest input_files/RomeoAndJuliet.txt:1
hates input_files/RomeoAndJuliet.txt:1
proceeding input_files/RomeoAndJuliet.txt:1
ableeding input_files/RomeoAndJuliet.txt:1
amerce input_files/RomeoAndJuliet.txt:1
repent input_files/RomeoAndJuliet.txt:2
loss input_files/RomeoAndJuliet.txt:4
pleading input_files/RomeoAndJuliet.txt:1
excuses input_files/RomeoAndJuliet.txt:1
purchase input_files/RomeoAndJuliet.txt:1
abuses input_files/RomeoAndJuliet.txt:1
mercy input_files/RomeoAndJuliet.txt:5
murders input_files/RomeoAndJuliet.txt:2
pardoning input_files/RomeoAndJuliet.txt:1
gallop input_files/RomeoAndJuliet.txt:1
fieryfooted input_files/RomeoAndJuliet.txt:1
steeds input_files/RomeoAndJuliet.txt:1
phoebus input_files/RomeoAndJuliet.txt:1
lodging input_files/RomeoAndJuliet.txt:2
phaeton input_files/RomeoAndJuliet.txt:1
west input_files/RomeoAndJuliet.txt:2
cloudy input_files/RomeoAndJuliet.txt:1
curtain input_files/RomeoAndJuliet.txt:1
loveperforming input_files/RomeoAndJuliet.txt:1
runaway input_files/RomeoAndJuliet.txt:1
wink input_files/RomeoAndJuliet.txt:1
leap input_files/RomeoAndJuliet.txt:2
arms input_files/RomeoAndJuliet.txt:2
untalkd input_files/RomeoAndJuliet.txt:1
unseen input_files/RomeoAndJuliet.txt:1
amorous input_files/RomeoAndJuliet.txt:2
rites input_files/RomeoAndJuliet.txt:1
agrees input_files/RomeoAndJuliet.txt:1
sobersuited input_files/RomeoAndJuliet.txt:1
matron input_files/RomeoAndJuliet.txt:1
lose input_files/RomeoAndJuliet.txt:2
winning input_files/RomeoAndJuliet.txt:1
playd input_files/RomeoAndJuliet.txt:1
stainless input_files/RomeoAndJuliet.txt:1
maidenhoods input_files/RomeoAndJuliet.txt:1
hood input_files/RomeoAndJuliet.txt:3
unmannd input_files/RomeoAndJuliet.txt:1
bating input_files/RomeoAndJuliet.txt:1
mantle input_files/RomeoAndJuliet.txt:1
acted input_files/RomeoAndJuliet.txt:1
modesty input_files/RomeoAndJuliet.txt:3
whiter input_files/RomeoAndJuliet.txt:1
snow input_files/RomeoAndJuliet.txt:1
ravens input_files/RomeoAndJuliet.txt:1
blackbrowd input_files/RomeoAndJuliet.txt:1
garish input_files/RomeoAndJuliet.txt:1
bought input_files/RomeoAndJuliet.txt:1
mansion input_files/RomeoAndJuliet.txt:2
possessd input_files/RomeoAndJuliet.txt:2
sold input_files/RomeoAndJuliet.txt:2
enjoyd input_files/RomeoAndJuliet.txt:1
tedious input_files/RomeoAndJuliet.txt:2
festival input_files/RomeoAndJuliet.txt:2
impatient input_files/RomeoAndJuliet.txt:1
robes input_files/RomeoAndJuliet.txt:2
brings input_files/RomeoAndJuliet.txt:2
heavenly input_files/RomeoAndJuliet.txt:1
eloquence input_files/RomeoAndJuliet.txt:1
throws input_files/RomeoAndJuliet.txt:1
wring input_files/RomeoAndJuliet.txt:1
weraday input_files/RomeoAndJuliet.txt:2
undone input_files/RomeoAndJuliet.txt:2
torment input_files/RomeoAndJuliet.txt:1
roard input_files/RomeoAndJuliet.txt:1
dismal input_files/RomeoAndJuliet.txt:2
bare input_files/RomeoAndJuliet.txt:3
vowel input_files/RomeoAndJuliet.txt:1
deathdarting input_files/RomeoAndJuliet.txt:1
cockatrice input_files/RomeoAndJuliet.txt:1
sounds input_files/RomeoAndJuliet.txt:1
weal input_files/RomeoAndJuliet.txt:1
manly input_files/RomeoAndJuliet.txt:1
corse input_files/RomeoAndJuliet.txt:7
ashes input_files/RomeoAndJuliet.txt:2
bedaubd input_files/RomeoAndJuliet.txt:1
goreblood input_files/RomeoAndJuliet.txt:1
swounded input_files/RomeoAndJuliet.txt:1
bankrout input_files/RomeoAndJuliet.txt:1
resign input_files/RomeoAndJuliet.txt:1
press input_files/RomeoAndJuliet.txt:2
bier input_files/RomeoAndJuliet.txt:2
slaughtred input_files/RomeoAndJuliet.txt:2
dearlovd input_files/RomeoAndJuliet.txt:1
dearer input_files/RomeoAndJuliet.txt:1
dreadful input_files/RomeoAndJuliet.txt:1
trumpet input_files/RomeoAndJuliet.txt:1
general input_files/RomeoAndJuliet.txt:5
living input_files/RomeoAndJuliet.txt:5
banished input_files/RomeoAndJuliet.txt:17
serpent input_files/RomeoAndJuliet.txt:1
flowring input_files/RomeoAndJuliet.txt:1
dragon input_files/RomeoAndJuliet.txt:1
beautiful input_files/RomeoAndJuliet.txt:1
fiend input_files/RomeoAndJuliet.txt:3
angelical input_files/RomeoAndJuliet.txt:1
dovefeatherd input_files/RomeoAndJuliet.txt:1
raven input_files/RomeoAndJuliet.txt:1
wolvishravening input_files/RomeoAndJuliet.txt:1
divinest input_files/RomeoAndJuliet.txt:1
just input_files/RomeoAndJuliet.txt:2
opposite input_files/RomeoAndJuliet.txt:1
justly input_files/RomeoAndJuliet.txt:1
seemst input_files/RomeoAndJuliet.txt:1
damned input_files/RomeoAndJuliet.txt:4
bower input_files/RomeoAndJuliet.txt:1
containing input_files/RomeoAndJuliet.txt:2
deceit input_files/RomeoAndJuliet.txt:1
gorgeous input_files/RomeoAndJuliet.txt:1
palace input_files/RomeoAndJuliet.txt:2
honesty input_files/RomeoAndJuliet.txt:1
perjurd input_files/RomeoAndJuliet.txt:1
dissemblers input_files/RomeoAndJuliet.txt:1
aqua input_files/RomeoAndJuliet.txt:1
vitae input_files/RomeoAndJuliet.txt:1
blisterd input_files/RomeoAndJuliet.txt:1
born input_files/RomeoAndJuliet.txt:3
ashamd input_files/RomeoAndJuliet.txt:1
throne input_files/RomeoAndJuliet.txt:2
crownd input_files/RomeoAndJuliet.txt:1
monarch input_files/RomeoAndJuliet.txt:1
universal input_files/RomeoAndJuliet.txt:1
beast input_files/RomeoAndJuliet.txt:3
threehours input_files/RomeoAndJuliet.txt:1
mangled input_files/RomeoAndJuliet.txt:2
native input_files/RomeoAndJuliet.txt:2
spring input_files/RomeoAndJuliet.txt:2
tributary input_files/RomeoAndJuliet.txt:1
drops input_files/RomeoAndJuliet.txt:1
belong input_files/RomeoAndJuliet.txt:1
mistaking input_files/RomeoAndJuliet.txt:1
murdred input_files/RomeoAndJuliet.txt:2
memory input_files/RomeoAndJuliet.txt:1
guilty input_files/RomeoAndJuliet.txt:2
deeds input_files/RomeoAndJuliet.txt:1
sinners input_files/RomeoAndJuliet.txt:1
minds input_files/RomeoAndJuliet.txt:1
fellowship input_files/RomeoAndJuliet.txt:1
needly input_files/RomeoAndJuliet.txt:1
rankd input_files/RomeoAndJuliet.txt:1
followed input_files/RomeoAndJuliet.txt:1
modern input_files/RomeoAndJuliet.txt:1
lamentation input_files/RomeoAndJuliet.txt:2
movd input_files/RomeoAndJuliet.txt:1
rearward input_files/RomeoAndJuliet.txt:1
following input_files/RomeoAndJuliet.txt:4
limit input_files/RomeoAndJuliet.txt:1
weeping input_files/RomeoAndJuliet.txt:4
wailing input_files/RomeoAndJuliet.txt:1
wash input_files/RomeoAndJuliet.txt:2
wounds input_files/RomeoAndJuliet.txt:1
theirs input_files/RomeoAndJuliet.txt:1
banishment input_files/RomeoAndJuliet.txt:8
ropes input_files/RomeoAndJuliet.txt:1
beguild input_files/RomeoAndJuliet.txt:3
exild input_files/RomeoAndJuliet.txt:1
highway input_files/RomeoAndJuliet.txt:1
maidenwidowed input_files/RomeoAndJuliet.txt:1
wot input_files/RomeoAndJuliet.txt:1
affliction input_files/RomeoAndJuliet.txt:1
enanmourd input_files/RomeoAndJuliet.txt:1
parts input_files/RomeoAndJuliet.txt:2
wedded input_files/RomeoAndJuliet.txt:2
calamity input_files/RomeoAndJuliet.txt:1
acquaintance input_files/RomeoAndJuliet.txt:1
familiar input_files/RomeoAndJuliet.txt:1
tidings input_files/RomeoAndJuliet.txt:3
doomsday input_files/RomeoAndJuliet.txt:2
gentler input_files/RomeoAndJuliet.txt:1
vanishd input_files/RomeoAndJuliet.txt:1
bodys input_files/RomeoAndJuliet.txt:2
merciful input_files/RomeoAndJuliet.txt:2
terror input_files/RomeoAndJuliet.txt:2
purgatory input_files/RomeoAndJuliet.txt:1
banishd input_files/RomeoAndJuliet.txt:5
worlds input_files/RomeoAndJuliet.txt:2
mistermd input_files/RomeoAndJuliet.txt:1
calling input_files/RomeoAndJuliet.txt:1
cutst input_files/RomeoAndJuliet.txt:1
axe input_files/RomeoAndJuliet.txt:1
smilest input_files/RomeoAndJuliet.txt:1
stroke input_files/RomeoAndJuliet.txt:1
unthankfulness input_files/RomeoAndJuliet.txt:1
taking input_files/RomeoAndJuliet.txt:2
rushd input_files/RomeoAndJuliet.txt:1
turnd input_files/RomeoAndJuliet.txt:1
seest input_files/RomeoAndJuliet.txt:2
unworthy input_files/RomeoAndJuliet.txt:2
validity input_files/RomeoAndJuliet.txt:1
courtship input_files/RomeoAndJuliet.txt:1
carrion input_files/RomeoAndJuliet.txt:2
seize input_files/RomeoAndJuliet.txt:1
wonder input_files/RomeoAndJuliet.txt:2
blessing input_files/RomeoAndJuliet.txt:1
thinking input_files/RomeoAndJuliet.txt:1
free input_files/RomeoAndJuliet.txt:7
sayest input_files/RomeoAndJuliet.txt:1
mixd input_files/RomeoAndJuliet.txt:1
sharpground input_files/RomeoAndJuliet.txt:1
howling input_files/RomeoAndJuliet.txt:1
attends input_files/RomeoAndJuliet.txt:1
divine input_files/RomeoAndJuliet.txt:1
sinabsolver input_files/RomeoAndJuliet.txt:1
professd input_files/RomeoAndJuliet.txt:1
mangle input_files/RomeoAndJuliet.txt:1
armour input_files/RomeoAndJuliet.txt:1
adversitys input_files/RomeoAndJuliet.txt:1
milk input_files/RomeoAndJuliet.txt:1
philosophy input_files/RomeoAndJuliet.txt:3
hang input_files/RomeoAndJuliet.txt:5
displant input_files/RomeoAndJuliet.txt:1
prevails input_files/RomeoAndJuliet.txt:1
madmen input_files/RomeoAndJuliet.txt:1
dispute input_files/RomeoAndJuliet.txt:1
estate input_files/RomeoAndJuliet.txt:1
murdered input_files/RomeoAndJuliet.txt:1
mightst input_files/RomeoAndJuliet.txt:2
unmade input_files/RomeoAndJuliet.txt:1
knocks input_files/RomeoAndJuliet.txt:2
heartsick input_files/RomeoAndJuliet.txt:1
mistlike input_files/RomeoAndJuliet.txt:1
infold input_files/RomeoAndJuliet.txt:1
search input_files/RomeoAndJuliet.txt:5
whos input_files/RomeoAndJuliet.txt:2
study input_files/RomeoAndJuliet.txt:1
simpleness input_files/RomeoAndJuliet.txt:1
errand input_files/RomeoAndJuliet.txt:1
woeful input_files/RomeoAndJuliet.txt:1
sympathy input_files/RomeoAndJuliet.txt:1
predicament input_files/RomeoAndJuliet.txt:1
blubbring input_files/RomeoAndJuliet.txt:1
blubbering input_files/RomeoAndJuliet.txt:1
rise input_files/RomeoAndJuliet.txt:1
rises input_files/RomeoAndJuliet.txt:2
deaths input_files/RomeoAndJuliet.txt:3
spakest input_files/RomeoAndJuliet.txt:1
childhood input_files/RomeoAndJuliet.txt:1
removd input_files/RomeoAndJuliet.txt:1
conceald input_files/RomeoAndJuliet.txt:1
cancelld input_files/RomeoAndJuliet.txt:1
weeps input_files/RomeoAndJuliet.txt:4
level input_files/RomeoAndJuliet.txt:1
gun input_files/RomeoAndJuliet.txt:1
cursed input_files/RomeoAndJuliet.txt:2
murderd input_files/RomeoAndJuliet.txt:1
anatomy input_files/RomeoAndJuliet.txt:1
lodge input_files/RomeoAndJuliet.txt:1
sack input_files/RomeoAndJuliet.txt:1
dagger input_files/RomeoAndJuliet.txt:8
womanish input_files/RomeoAndJuliet.txt:2
acts input_files/RomeoAndJuliet.txt:1
denote input_files/RomeoAndJuliet.txt:1
unreasonable input_files/RomeoAndJuliet.txt:1
unseemly input_files/RomeoAndJuliet.txt:1
order input_files/RomeoAndJuliet.txt:2
temperd input_files/RomeoAndJuliet.txt:1
slay input_files/RomeoAndJuliet.txt:4
doing input_files/RomeoAndJuliet.txt:2
railest input_files/RomeoAndJuliet.txt:1
usurer input_files/RomeoAndJuliet.txt:1
aboundst input_files/RomeoAndJuliet.txt:1
usest input_files/RomeoAndJuliet.txt:1
bedeck input_files/RomeoAndJuliet.txt:1
digressing input_files/RomeoAndJuliet.txt:1
valour input_files/RomeoAndJuliet.txt:2
hollow input_files/RomeoAndJuliet.txt:3
perjury input_files/RomeoAndJuliet.txt:1
killing input_files/RomeoAndJuliet.txt:1
vowd input_files/RomeoAndJuliet.txt:1
cherish input_files/RomeoAndJuliet.txt:1
skilless input_files/RomeoAndJuliet.txt:1
flask input_files/RomeoAndJuliet.txt:1
afire input_files/RomeoAndJuliet.txt:1
ignorance input_files/RomeoAndJuliet.txt:1
dismembred input_files/RomeoAndJuliet.txt:1
defence input_files/RomeoAndJuliet.txt:1
rouse input_files/RomeoAndJuliet.txt:3
lately input_files/RomeoAndJuliet.txt:1
slewest input_files/RomeoAndJuliet.txt:1
threatned input_files/RomeoAndJuliet.txt:2
becomes input_files/RomeoAndJuliet.txt:1
pack input_files/RomeoAndJuliet.txt:1
blessings input_files/RomeoAndJuliet.txt:1
courts input_files/RomeoAndJuliet.txt:1
array input_files/RomeoAndJuliet.txt:3
misbhavd input_files/RomeoAndJuliet.txt:1
sullen input_files/RomeoAndJuliet.txt:2
poutst input_files/RomeoAndJuliet.txt:1
heed input_files/RomeoAndJuliet.txt:2
miserable input_files/RomeoAndJuliet.txt:2
decreed input_files/RomeoAndJuliet.txt:1
ascend input_files/RomeoAndJuliet.txt:1
blaze input_files/RomeoAndJuliet.txt:1
reconcile input_files/RomeoAndJuliet.txt:1
wentst input_files/RomeoAndJuliet.txt:1
hasten input_files/RomeoAndJuliet.txt:1
coming input_files/RomeoAndJuliet.txt:4
stayd input_files/RomeoAndJuliet.txt:3
learning input_files/RomeoAndJuliet.txt:1
grows input_files/RomeoAndJuliet.txt:2
revivd input_files/RomeoAndJuliet.txt:2
disguisd input_files/RomeoAndJuliet.txt:1
sojourn input_files/RomeoAndJuliet.txt:1
signify input_files/RomeoAndJuliet.txt:1
chances input_files/RomeoAndJuliet.txt:1
falln input_files/RomeoAndJuliet.txt:1
unluckily input_files/RomeoAndJuliet.txt:1
promise input_files/RomeoAndJuliet.txt:1
abed input_files/RomeoAndJuliet.txt:1
tune input_files/RomeoAndJuliet.txt:2
mewd input_files/RomeoAndJuliet.txt:1
heaviness input_files/RomeoAndJuliet.txt:2
childs input_files/RomeoAndJuliet.txt:1
respects input_files/RomeoAndJuliet.txt:1
doubt input_files/RomeoAndJuliet.txt:4
acquaint input_files/RomeoAndJuliet.txt:1
wednesday input_files/RomeoAndJuliet.txt:3
monday input_files/RomeoAndJuliet.txt:2
thursday input_files/RomeoAndJuliet.txt:14
earl input_files/RomeoAndJuliet.txt:1
ado input_files/RomeoAndJuliet.txt:1
carelessly input_files/RomeoAndJuliet.txt:1
revel input_files/RomeoAndJuliet.txt:1
dozen input_files/RomeoAndJuliet.txt:1
aloft input_files/RomeoAndJuliet.txt:1
nightingale input_files/RomeoAndJuliet.txt:3
lark input_files/RomeoAndJuliet.txt:6
piercd input_files/RomeoAndJuliet.txt:1
nightly input_files/RomeoAndJuliet.txt:4
pomegranate input_files/RomeoAndJuliet.txt:1
herald input_files/RomeoAndJuliet.txt:1
lace input_files/RomeoAndJuliet.txt:1
severing input_files/RomeoAndJuliet.txt:1
candles input_files/RomeoAndJuliet.txt:1
jocund input_files/RomeoAndJuliet.txt:1
tiptoe input_files/RomeoAndJuliet.txt:1
misty input_files/RomeoAndJuliet.txt:1
mountain input_files/RomeoAndJuliet.txt:1
meteor input_files/RomeoAndJuliet.txt:1
exhales input_files/RomeoAndJuliet.txt:1
torchbearer input_files/RomeoAndJuliet.txt:1
needst input_files/RomeoAndJuliet.txt:1
taen input_files/RomeoAndJuliet.txt:2
yon input_files/RomeoAndJuliet.txt:1
grey input_files/RomeoAndJuliet.txt:1
reflex input_files/RomeoAndJuliet.txt:1
cynthias input_files/RomeoAndJuliet.txt:1
notes input_files/RomeoAndJuliet.txt:1
vaulty input_files/RomeoAndJuliet.txt:1
wills input_files/RomeoAndJuliet.txt:1
straining input_files/RomeoAndJuliet.txt:1
harsh input_files/RomeoAndJuliet.txt:1
unpleasing input_files/RomeoAndJuliet.txt:1
sharps input_files/RomeoAndJuliet.txt:1
division input_files/RomeoAndJuliet.txt:1
divideth input_files/RomeoAndJuliet.txt:1
voices input_files/RomeoAndJuliet.txt:1
affray input_files/RomeoAndJuliet.txt:1
hunting input_files/RomeoAndJuliet.txt:1
huntsup input_files/RomeoAndJuliet.txt:1
wary input_files/RomeoAndJuliet.txt:1
descend input_files/RomeoAndJuliet.txt:2
goeth input_files/RomeoAndJuliet.txt:1
omit input_files/RomeoAndJuliet.txt:1
opportunity input_files/RomeoAndJuliet.txt:2
convey input_files/RomeoAndJuliet.txt:1
greetings input_files/RomeoAndJuliet.txt:1
thinkst input_files/RomeoAndJuliet.txt:1
illdivining input_files/RomeoAndJuliet.txt:1
methinks input_files/RomeoAndJuliet.txt:3
below input_files/RomeoAndJuliet.txt:4
bottom input_files/RomeoAndJuliet.txt:2
fails input_files/RomeoAndJuliet.txt:1
drinks input_files/RomeoAndJuliet.txt:3
fickle input_files/RomeoAndJuliet.txt:3
renownd input_files/RomeoAndJuliet.txt:1
hope input_files/RomeoAndJuliet.txt:5
unaccustomd input_files/RomeoAndJuliet.txt:3
procures input_files/RomeoAndJuliet.txt:1
evermore input_files/RomeoAndJuliet.txt:2
cousins input_files/RomeoAndJuliet.txt:3
couldst input_files/RomeoAndJuliet.txt:2
feeling input_files/RomeoAndJuliet.txt:2
weepst input_files/RomeoAndJuliet.txt:1
slaughterd input_files/RomeoAndJuliet.txt:3
miles input_files/RomeoAndJuliet.txt:1
asunder input_files/RomeoAndJuliet.txt:1
grieve input_files/RomeoAndJuliet.txt:1
traitor input_files/RomeoAndJuliet.txt:1
murderer input_files/RomeoAndJuliet.txt:1
reach input_files/RomeoAndJuliet.txt:1
venge input_files/RomeoAndJuliet.txt:1
vengeance input_files/RomeoAndJuliet.txt:2
runagate input_files/RomeoAndJuliet.txt:1
dram input_files/RomeoAndJuliet.txt:2
receipt input_files/RomeoAndJuliet.txt:3
thereof input_files/RomeoAndJuliet.txt:1
abhors input_files/RomeoAndJuliet.txt:1
namd input_files/RomeoAndJuliet.txt:1
wreak input_files/RomeoAndJuliet.txt:1
bore input_files/RomeoAndJuliet.txt:2
needy input_files/RomeoAndJuliet.txt:3
ladyship input_files/RomeoAndJuliet.txt:1
careful input_files/RomeoAndJuliet.txt:1
sorted input_files/RomeoAndJuliet.txt:1
expects input_files/RomeoAndJuliet.txt:1
peters input_files/RomeoAndJuliet.txt:3
happily input_files/RomeoAndJuliet.txt:2
wed input_files/RomeoAndJuliet.txt:3
sets input_files/RomeoAndJuliet.txt:1
drizzle input_files/RomeoAndJuliet.txt:1
sunset input_files/RomeoAndJuliet.txt:1
rains input_files/RomeoAndJuliet.txt:1
downright input_files/RomeoAndJuliet.txt:1
conduit input_files/RomeoAndJuliet.txt:1
showring input_files/RomeoAndJuliet.txt:1
counterfeitst input_files/RomeoAndJuliet.txt:1
bark input_files/RomeoAndJuliet.txt:3
ebb input_files/RomeoAndJuliet.txt:1
flow input_files/RomeoAndJuliet.txt:1
sailing input_files/RomeoAndJuliet.txt:1
flood input_files/RomeoAndJuliet.txt:1
raging input_files/RomeoAndJuliet.txt:1
overset input_files/RomeoAndJuliet.txt:1
tempesttossed input_files/RomeoAndJuliet.txt:1
delivered input_files/RomeoAndJuliet.txt:1
decree input_files/RomeoAndJuliet.txt:1
blest input_files/RomeoAndJuliet.txt:2
wrought input_files/RomeoAndJuliet.txt:2
worthy input_files/RomeoAndJuliet.txt:1
